Brewer	Colour	Number	Type	Critical	Colour	Colour	R	G	B
183	BuPu	3	Sequential	6	3	I	136	86	167
184	BuPu	4	Sequential	6	1	B	237	248	251
185	BuPu	4	Sequential	6	2	E	179	205	227
186	BuPu	4	Sequential	6	3	G	140	150	198
187	BuPu	4	Sequential	6	4	J	136	65	157
188	BuPu	5	Sequential	6	1	B	237	248	251
189	BuPu	5	Sequential	6	2	E	179	205	227
190	BuPu	5	Sequential	6	3	G	140	150	198
191	BuPu	5	Sequential	6	4	I	136	86	167
192	BuPu	5	Sequential	6	5	K	129	15	124
193	BuPu	6	Sequential	6	1	B	237	248	251
194	BuPu	6	Sequential	6	2	D	191	211	230
195	BuPu	6	Sequential	6	3	F	158	188	218
196	BuPu	6	Sequential	6	4	G	140	150	198
197	BuPu	6	Sequential	6	5	I	136	86	167
198	BuPu	6	Sequential	6	6	K	129	15	124
199	BuPu	7	Sequential	6	1	B	237	248	251
200	BuPu	7	Sequential	6	2	D	191	211	230
201	BuPu	7	Sequential	6	3	F	158	188	218
202	BuPu	7	Sequential	6	4	G	140	150	198
203	BuPu	7	Sequential	6	5	H	140	107	177
204	BuPu	7	Sequential	6	6	J	136	65	157
205	BuPu	7	Sequential	6	7	L	110	1	107
206	BuPu	8	Sequential	6	1	A	247	252	253
207	BuPu	8	Sequential	6	2	C	224	236	244
208	BuPu	8	Sequential	6	3	D	191	211	230
209	BuPu	8	Sequential	6	4	F	158	188	218
210	BuPu	8	Sequential	6	5	G	140	150	198
211	BuPu	8	Sequential	6	6	H	140	107	177
212	BuPu	8	Sequential	6	7	J	136	65	157
213	BuPu	8	Sequential	6	8	L	110	1	107
214	BuPu	9	Sequential	6	1	A	247	252	253
215	BuPu	9	Sequential	6	2	C	224	236	244
216	BuPu	9	Sequential	6	3	D	191	211	230
217	BuPu	9	Sequential	6	4	F	158	188	218
218	BuPu	9	Sequential	6	5	G	140	150	198
219	BuPu	9	Sequential	6	6	H	140	107	177
220	BuPu	9	Sequential	6	7	J	136	65	157
221	BuPu	9	Sequential	6	8	K	129	15	124
222	BuPu	9	Sequential	6	9	M	77	0	75
256	GnBu	3	Sequential	6	1	C	224	243	219
257	GnBu	3	Sequential	6	2	F	168	221	181
258	GnBu	3	Sequential	6	3	I	67	162	202
259	GnBu	4	Sequential	6	1	B	240	249	232
260	GnBu	4	Sequential	6	2	E	186	228	188
261	GnBu	4	Sequential	6	3	G	123	204	196
262	GnBu	4	Sequential	6	4	J	43	140	190
263	GnBu	5	Sequential	6	1	B	240	249	232
264	GnBu	5	Sequential	6	2	E	186	228	188
265	GnBu	5	Sequential	6	3	G	123	204	196
266	GnBu	5	Sequential	6	4	I	67	162	202
267	GnBu	5	Sequential	6	5	K	8	104	172
268	GnBu	6	Sequential	6	1	B	240	249	232
269	GnBu	6	Sequential	6	2	D	204	235	197
270	GnBu	6	Sequential	6	3	F	168	221	181
271	GnBu	6	Sequential	6	4	G	123	204	196
272	GnBu	6	Sequential	6	5	I	67	162	202
273	GnBu	6	Sequential	6	6	K	8	104	172
274	GnBu	7	Sequential	6	1	B	240	249	232
275	GnBu	7	Sequential	6	2	D	204	235	197
276	GnBu	7	Sequential	6	3	F	168	221	181
277	GnBu	7	Sequential	6	4	G	123	204	196
278	GnBu	7	Sequential	6	5	H	78	179	211
279	GnBu	7	Sequential	6	6	J	43	140	190
280	GnBu	7	Sequential	6	7	L	8	88	158
281	GnBu	8	Sequential	6	1	A	247	252	240
282	GnBu	8	Sequential	6	2	C	224	243	219
283	GnBu	8	Sequential	6	3	D	204	235	197
284	GnBu	8	Sequential	6	4	F	168	221	181
285	GnBu	8	Sequential	6	5	G	123	204	196
286	GnBu	8	Sequential	6	6	H	78	179	211
287	GnBu	8	Sequential	6	7	J	43	140	190
288	GnBu	8	Sequential	6	8	L	8	88	158
289	GnBu	9	Sequential	6	1	A	247	252	240
290	GnBu	9	Sequential	6	2	C	224	243	219
291	GnBu	9	Sequential	6	3	D	204	235	197
292	GnBu	9	Sequential	6	4	F	168	221	181
293	GnBu	9	Sequential	6	5	G	123	204	196
294	GnBu	9	Sequential	6	6	H	78	179	211
295	GnBu	9	Sequential	6	7	J	43	140	190
296	GnBu	9	Sequential	6	8	K	8	104	172
297	GnBu	9	Sequential	6	9	M	8	64	129
298	Greens	3	Sequential	6	1	C	229	245	224
299	Greens	3	Sequential	6	2	F	161	217	155
300	Greens	3	Sequential	6	3	I	49	163	84
301	Greens	4	Sequential	6	1	B	237	248	233
302	Greens	4	Sequential	6	2	E	186	228	179
303	Greens	4	Sequential	6	3	G	116	196	118
304	Greens	4	Sequential	6	4	J	35	139	69
305	Greens	5	Sequential	6	1	B	237	248	233
306	Greens	5	Sequential	6	2	E	186	228	179
307	Greens	5	Sequential	6	3	G	116	196	118
308	Greens	5	Sequential	6	4	I	49	163	84
309	Greens	5	Sequential	6	5	K	0	109	44
310	Greens	6	Sequential	6	1	B	237	248	233
311	Greens	6	Sequential	6	2	D	199	233	192
312	Greens	6	Sequential	6	3	F	161	217	155
313	Greens	6	Sequential	6	4	G	116	196	118
314	Greens	6	Sequential	6	5	I	49	163	84
315	Greens	6	Sequential	6	6	K	0	109	44
316	Greens	7	Sequential	6	1	B	237	248	233
317	Greens	7	Sequential	6	2	D	199	233	192
318	Greens	7	Sequential	6	3	F	161	217	155
319	Greens	7	Sequential	6	4	G	116	196	118
320	Greens	7	Sequential	6	5	H	65	171	93
321	Greens	7	Sequential	6	6	J	35	139	69
322	Greens	7	Sequential	6	7	L	0	90	50
323	Greens	8	Sequential	6	1	A	247	252	245
324	Greens	8	Sequential	6	2	C	229	245	224
325	Greens	8	Sequential	6	3	D	199	233	192
326	Greens	8	Sequential	6	4	F	161	217	155
327	Greens	8	Sequential	6	5	G	116	196	118
328	Greens	8	Sequential	6	6	H	65	171	93
329	Greens	8	Sequential	6	7	J	35	139	69
330	Greens	8	Sequential	6	8	L	0	90	50
331	Greens	9	Sequential	6	1	A	247	252	245
332	Greens	9	Sequential	6	2	C	229	245	224
333	Greens	9	Sequential	6	3	D	199	233	192
334	Greens	9	Sequential	6	4	F	161	217	155
335	Greens	9	Sequential	6	5	G	116	196	118
336	Greens	9	Sequential	6	6	H	65	171	93
337	Greens	9	Sequential	6	7	J	35	139	69
338	Greens	9	Sequential	6	8	K	0	109	44
339	Greens	9	Sequential	6	9	M	0	68	27
340	Greys	3	Sequential	6	1	C	240	240	240
341	Greys	3	Sequential	6	2	F	189	189	189
342	Greys	3	Sequential	6	3	I	99	99	99
343	Greys	4	Sequential	6	1	B	247	247	247
344	Greys	4	Sequential	6	2	E	204	204	204
345	Greys	4	Sequential	6	3	G	150	150	150
346	Greys	4	Sequential	6	4	J	82	82	82
347	Greys	5	Sequential	6	1	B	247	247	247
348	Greys	5	Sequential	6	2	E	204	204	204
349	Greys	5	Sequential	6	3	G	150	150	150
350	Greys	5	Sequential	6	4	I	99	99	99
351	Greys	5	Sequential	6	5	K	37	37	37
352	Greys	6	Sequential	6	1	B	247	247	247
353	Greys	6	Sequential	6	2	D	217	217	217
354	Greys	6	Sequential	6	3	F	189	189	189
355	Greys	6	Sequential	6	4	G	150	150	150
356	Greys	6	Sequential	6	5	I	99	99	99
357	Greys	6	Sequential	6	6	K	37	37	37
358	Greys	7	Sequential	6	1	B	247	247	247
359	Greys	7	Sequential	6	2	D	217	217	217
360	Greys	7	Sequential	6	3	F	189	189	189
361	Greys	7	Sequential	6	4	G	150	150	150
362	Greys	7	Sequential	6	5	H	115	115	115
363	Greys	7	Sequential	6	6	J	82	82	82
364	Greys	7	Sequential	6	7	L	37	37	37
365	Greys	8	Sequential	6	1	A	255	255	255
366	Greys	8	Sequential	6	2	C	240	240	240
367	Greys	8	Sequential	6	3	D	217	217	217
368	Greys	8	Sequential	6	4	F	189	189	189
369	Greys	8	Sequential	6	5	G	150	150	150
370	Greys	8	Sequential	6	6	H	115	115	115
371	Greys	8	Sequential	6	7	J	82	82	82
372	Greys	8	Sequential	6	8	L	37	37	37
373	Greys	9	Sequential	6	1	A	255	255	255
374	Greys	9	Sequential	6	2	C	240	240	240
375	Greys	9	Sequential	6	3	D	217	217	217
376	Greys	9	Sequential	6	4	F	189	189	189
377	Greys	9	Sequential	6	5	G	150	150	150
378	Greys	9	Sequential	6	6	H	115	115	115
379	Greys	9	Sequential	6	7	J	82	82	82
380	Greys	9	Sequential	6	8	K	37	37	37
381	Greys	9	Sequential	6	9	M	0	0	0
382	Oranges	3	Sequential	6	1	C	254	230	206
383	Oranges	3	Sequential	6	2	F	253	174	107
384	Oranges	3	Sequential	6	3	I	230	85	13
385	Oranges	4	Sequential	6	1	B	254	237	222
386	Oranges	4	Sequential	6	2	E	253	190	133
387	Oranges	4	Sequential	6	3	G	253	141	60
388	Oranges	4	Sequential	6	4	J	217	71	1
389	Oranges	5	Sequential	6	1	B	254	237	222
390	Oranges	5	Sequential	6	2	E	253	190	133
391	Oranges	5	Sequential	6	3	G	253	141	60
392	Oranges	5	Sequential	6	4	I	230	85	13
393	Oranges	5	Sequential	6	5	K	166	54	3
394	Oranges	6	Sequential	6	1	B	254	237	222
395	Oranges	6	Sequential	6	2	D	253	208	162
396	Oranges	6	Sequential	6	3	F	253	174	107
397	Oranges	6	Sequential	6	4	G	253	141	60
398	Oranges	6	Sequential	6	5	I	230	85	13
399	Oranges	6	Sequential	6	6	K	166	54	3
400	Oranges	7	Sequential	6	1	B	254	237	222
401	Oranges	7	Sequential	6	2	D	253	208	162
402	Oranges	7	Sequential	6	3	F	253	174	107
403	Oranges	7	Sequential	6	4	G	253	141	60
404	Oranges	7	Sequential	6	5	H	241	105	19
405	Oranges	7	Sequential	6	6	J	217	72	1
406	Oranges	7	Sequential	6	7	L	140	45	4
407	Oranges	8	Sequential	6	1	A	255	245	235
408	Oranges	8	Sequential	6	2	C	254	230	206
409	Oranges	8	Sequential	6	3	D	253	208	162
410	Oranges	8	Sequential	6	4	F	253	174	107
411	Oranges	8	Sequential	6	5	G	253	141	60
412	Oranges	8	Sequential	6	6	H	241	105	19
413	Oranges	8	Sequential	6	7	J	217	72	1
414	Oranges	8	Sequential	6	8	L	140	45	4
415	Oranges	9	Sequential	6	1	A	255	245	235
416	Oranges	9	Sequential	6	2	C	254	230	206
417	Oranges	9	Sequential	6	3	D	253	208	162
418	Oranges	9	Sequential	6	4	F	253	174	107
419	Oranges	9	Sequential	6	5	G	253	141	60
420	Oranges	9	Sequential	6	6	H	241	105	19
421	Oranges	9	Sequential	6	7	J	217	72	1
422	Oranges	9	Sequential	6	8	K	166	54	3
423	Oranges	9	Sequential	6	9	M	127	39	4
424	OrRd	3	Sequential	6	1	C	254	232	200
425	OrRd	3	Sequential	6	2	F	253	187	132
426	OrRd	3	Sequential	6	3	I	227	74	51
427	OrRd	4	Sequential	6	1	B	254	240	217
428	OrRd	4	Sequential	6	2	E	253	204	138
429	OrRd	4	Sequential	6	3	G	252	141	89
430	OrRd	4	Sequential	6	4	J	215	48	31
431	OrRd	5	Sequential	6	1	B	254	240	217
432	OrRd	5	Sequential	6	2	E	253	204	138
433	OrRd	5	Sequential	6	3	G	252	141	89
434	OrRd	5	Sequential	6	4	I	227	74	51
435	OrRd	5	Sequential	6	5	K	179	0	0
436	OrRd	6	Sequential	6	1	B	254	240	217
437	OrRd	6	Sequential	6	2	D	253	212	158
438	OrRd	6	Sequential	6	3	F	253	187	132
439	OrRd	6	Sequential	6	4	G	252	141	89
440	OrRd	6	Sequential	6	5	I	227	74	51
441	OrRd	6	Sequential	6	6	K	179	0	0
442	OrRd	7	Sequential	6	1	B	254	240	217
443	OrRd	7	Sequential	6	2	D	253	212	158
444	OrRd	7	Sequential	6	3	F	253	187	132
445	OrRd	7	Sequential	6	4	G	252	141	89
446	OrRd	7	Sequential	6	5	H	239	101	72
447	OrRd	7	Sequential	6	6	J	215	48	31
448	OrRd	7	Sequential	6	7	L	153	0	0
449	OrRd	8	Sequential	6	1	A	255	247	236
450	OrRd	8	Sequential	6	2	C	254	232	200
451	OrRd	8	Sequential	6	3	D	253	212	158
452	OrRd	8	Sequential	6	4	F	253	187	132
453	OrRd	8	Sequential	6	5	G	252	141	89
454	OrRd	8	Sequential	6	6	H	239	101	72
455	OrRd	8	Sequential	6	7	J	215	48	31
456	OrRd	8	Sequential	6	8	L	153	0	0
457	OrRd	9	Sequential	6	1	A	255	247	236
458	OrRd	9	Sequential	6	2	C	254	232	200
459	OrRd	9	Sequential	6	3	D	253	212	158
460	OrRd	9	Sequential	6	4	F	253	187	132
461	OrRd	9	Sequential	6	5	G	252	141	89
462	OrRd	9	Sequential	6	6	H	239	101	72
463	OrRd	9	Sequential	6	7	J	215	48	31
464	OrRd	9	Sequential	6	8	K	179	0	0
465	OrRd	9	Sequential	6	9	M	127	0	0
742	PuBu	3	Sequential	6	1	C	236	231	242
743	PuBu	3	Sequential	6	2	F	166	189	219
744	PuBu	3	Sequential	6	3	I	43	140	190
745	PuBu	4	Sequential	6	1	B	241	238	246
746	PuBu	4	Sequential	6	2	E	189	201	225
747	PuBu	4	Sequential	6	3	G	116	169	207
748	PuBu	4	Sequential	6	4	J	5	112	176
749	PuBu	5	Sequential	6	1	B	241	238	246
750	PuBu	5	Sequential	6	2	E	189	201	225
751	PuBu	5	Sequential	6	3	G	116	169	207
752	PuBu	5	Sequential	6	4	I	43	140	190
753	PuBu	5	Sequential	6	5	K	4	90	141
754	PuBu	6	Sequential	6	1	B	241	238	246
755	PuBu	6	Sequential	6	2	D	208	209	230
756	PuBu	6	Sequential	6	3	F	166	189	219
757	PuBu	6	Sequential	6	4	G	116	169	207
758	PuBu	6	Sequential	6	5	I	43	140	190
759	PuBu	6	Sequential	6	6	K	4	90	141
760	PuBu	7	Sequential	6	1	B	241	238	246
761	PuBu	7	Sequential	6	2	D	208	209	230
762	PuBu	7	Sequential	6	3	F	166	189	219
763	PuBu	7	Sequential	6	4	G	116	169	207
764	PuBu	7	Sequential	6	5	H	54	144	192
765	PuBu	7	Sequential	6	6	J	5	112	176
766	PuBu	7	Sequential	6	7	L	3	78	123
767	PuBu	8	Sequential	6	1	A	255	247	251
768	PuBu	8	Sequential	6	2	C	236	231	242
769	PuBu	8	Sequential	6	3	D	208	209	230
770	PuBu	8	Sequential	6	4	F	166	189	219
771	PuBu	8	Sequential	6	5	G	116	169	207
772	PuBu	8	Sequential	6	6	H	54	144	192
773	PuBu	8	Sequential	6	7	J	5	112	176
774	PuBu	8	Sequential	6	8	L	3	78	123
775	PuBu	9	Sequential	6	1	A	255	247	251
776	PuBu	9	Sequential	6	2	C	236	231	242
777	PuBu	9	Sequential	6	3	D	208	209	230
778	PuBu	9	Sequential	6	4	F	166	189	219
779	PuBu	9	Sequential	6	5	G	116	169	207
780	PuBu	9	Sequential	6	6	H	54	144	192
781	PuBu	9	Sequential	6	7	J	5	112	176
782	PuBu	9	Sequential	6	8	K	4	90	141
783	PuBu	9	Sequential	6	9	M	2	56	88
784	PuBuGn	3	Sequential	6	1	C	236	226	240
785	PuBuGn	3	Sequential	6	2	F	166	189	219
786	PuBuGn	3	Sequential	6	3	I	28	144	153
787	PuBuGn	4	Sequential	6	1	B	246	239	247
788	PuBuGn	4	Sequential	6	2	E	189	201	225
789	PuBuGn	4	Sequential	6	3	G	103	169	207
790	PuBuGn	4	Sequential	6	4	J	2	129	138
791	PuBuGn	5	Sequential	6	1	B	246	239	247
792	PuBuGn	5	Sequential	6	2	E	189	201	225
793	PuBuGn	5	Sequential	6	3	G	103	169	207
794	PuBuGn	5	Sequential	6	4	I	28	144	153
795	PuBuGn	5	Sequential	6	5	K	1	108	89
796	PuBuGn	6	Sequential	6	1	B	246	239	247
797	PuBuGn	6	Sequential	6	2	D	208	209	230
798	PuBuGn	6	Sequential	6	3	F	166	189	219
799	PuBuGn	6	Sequential	6	4	G	103	169	207
800	PuBuGn	6	Sequential	6	5	I	28	144	153
801	PuBuGn	6	Sequential	6	6	K	1	108	89
802	PuBuGn	7	Sequential	6	1	B	246	239	247
803	PuBuGn	7	Sequential	6	2	D	208	209	230
804	PuBuGn	7	Sequential	6	3	F	166	189	219
805	PuBuGn	7	Sequential	6	4	G	103	169	207
806	PuBuGn	7	Sequential	6	5	H	54	144	192
807	PuBuGn	7	Sequential	6	6	J	2	129	138
808	PuBuGn	7	Sequential	6	7	L	1	100	80
809	PuBuGn	8	Sequential	6	1	A	255	247	251
810	PuBuGn	8	Sequential	6	2	C	236	226	240
811	PuBuGn	8	Sequential	6	3	D	208	209	230
812	PuBuGn	8	Sequential	6	4	F	166	189	219
813	PuBuGn	8	Sequential	6	5	G	103	169	207
814	PuBuGn	8	Sequential	6	6	H	54	144	192
815	PuBuGn	8	Sequential	6	7	J	2	129	138
816	PuBuGn	8	Sequential	6	8	L	1	100	80
817	PuBuGn	9	Sequential	6	1	A	255	247	251
818	PuBuGn	9	Sequential	6	2	C	236	226	240
819	PuBuGn	9	Sequential	6	3	D	208	209	230
820	PuBuGn	9	Sequential	6	4	F	166	189	219
821	PuBuGn	9	Sequential	6	5	G	103	169	207
822	PuBuGn	9	Sequential	6	6	H	54	144	192
823	PuBuGn	9	Sequential	6	7	J	2	129	138
824	PuBuGn	9	Sequential	6	8	K	1	108	89
825	PuBuGn	9	Sequential	6	9	M	1	70	54
889	PuRd	3	Sequential	6	1	C	231	225	239
890	PuRd	3	Sequential	6	2	F	201	148	199
891	PuRd	3	Sequential	6	3	I	221	28	119
892	PuRd	4	Sequential	6	1	B	241	238	246
893	PuRd	4	Sequential	6	2	E	215	181	216
894	PuRd	4	Sequential	6	3	G	223	101	176
895	PuRd	4	Sequential	6	4	J	206	18	86
896	PuRd	5	Sequential	6	1	B	241	238	246
897	PuRd	5	Sequential	6	2	E	215	181	216
898	PuRd	5	Sequential	6	3	G	223	101	176
899	PuRd	5	Sequential	6	4	I	221	28	119
900	PuRd	5	Sequential	6	5	K	152	0	67
901	PuRd	6	Sequential	6	1	B	241	238	246
902	PuRd	6	Sequential	6	2	D	212	185	218
903	PuRd	6	Sequential	6	3	F	201	148	199
904	PuRd	6	Sequential	6	4	G	223	101	176
905	PuRd	6	Sequential	6	5	I	221	28	119
906	PuRd	6	Sequential	6	6	K	152	0	67
907	PuRd	7	Sequential	6	1	B	241	238	246
908	PuRd	7	Sequential	6	2	D	212	185	218
909	PuRd	7	Sequential	6	3	F	201	148	199
910	PuRd	7	Sequential	6	4	G	223	101	176
911	PuRd	7	Sequential	6	5	H	231	41	138
912	PuRd	7	Sequential	6	6	J	206	18	86
913	PuRd	7	Sequential	6	7	L	145	0	63
914	PuRd	8	Sequential	6	1	A	247	244	249
915	PuRd	8	Sequential	6	2	C	231	225	239
916	PuRd	8	Sequential	6	3	D	212	185	218
917	PuRd	8	Sequential	6	4	F	201	148	199
918	PuRd	8	Sequential	6	5	G	223	101	176
919	PuRd	8	Sequential	6	6	H	231	41	138
920	PuRd	8	Sequential	6	7	J	206	18	86
921	PuRd	8	Sequential	6	8	L	145	0	63
922	PuRd	9	Sequential	6	1	A	247	244	249
923	PuRd	9	Sequential	6	2	C	231	225	239
924	PuRd	9	Sequential	6	3	D	212	185	218
925	PuRd	9	Sequential	6	4	F	201	148	199
926	PuRd	9	Sequential	6	5	G	223	101	176
927	PuRd	9	Sequential	6	6	H	231	41	138
928	PuRd	9	Sequential	6	7	J	206	18	86
929	PuRd	9	Sequential	6	8	K	152	0	67
930	PuRd	9	Sequential	6	9	M	103	0	31
931	Purples	3	Sequential	6	1	C	239	237	245
932	Purples	3	Sequential	6	2	F	188	189	220
933	Purples	3	Sequential	6	3	I	117	107	177
934	Purples	4	Sequential	6	1	B	242	240	247
935	Purples	4	Sequential	6	2	E	203	201	226
936	Purples	4	Sequential	6	3	G	158	154	200
937	Purples	4	Sequential	6	4	J	106	81	163
938	Purples	5	Sequential	6	1	B	242	240	247
939	Purples	5	Sequential	6	2	E	203	201	226
940	Purples	5	Sequential	6	3	G	158	154	200
941	Purples	5	Sequential	6	4	I	117	107	177
942	Purples	5	Sequential	6	5	K	84	39	143
943	Purples	6	Sequential	6	1	B	242	240	247
944	Purples	6	Sequential	6	2	D	218	218	235
945	Purples	6	Sequential	6	3	F	188	189	220
946	Purples	6	Sequential	6	4	G	158	154	200
947	Purples	6	Sequential	6	5	I	117	107	177
948	Purples	6	Sequential	6	6	K	84	39	143
949	Purples	7	Sequential	6	1	B	242	240	247
950	Purples	7	Sequential	6	2	D	218	218	235
951	Purples	7	Sequential	6	3	F	188	189	220
952	Purples	7	Sequential	6	4	G	158	154	200
953	Purples	7	Sequential	6	5	H	128	125	186
954	Purples	7	Sequential	6	6	J	106	81	163
955	Purples	7	Sequential	6	7	L	74	20	134
956	Purples	8	Sequential	6	1	A	252	251	253
957	Purples	8	Sequential	6	2	C	239	237	245
958	Purples	8	Sequential	6	3	D	218	218	235
959	Purples	8	Sequential	6	4	F	188	189	220
960	Purples	8	Sequential	6	5	G	158	154	200
961	Purples	8	Sequential	6	6	H	128	125	186
962	Purples	8	Sequential	6	7	J	106	81	163
963	Purples	8	Sequential	6	8	L	74	20	134
964	Purples	9	Sequential	6	1	A	252	251	253
965	Purples	9	Sequential	6	2	C	239	237	245
966	Purples	9	Sequential	6	3	D	218	218	235
967	Purples	9	Sequential	6	4	F	188	189	220
968	Purples	9	Sequential	6	5	G	158	154	200
969	Purples	9	Sequential	6	6	H	128	125	186
970	Purples	9	Sequential	6	7	J	106	81	163
971	Purples	9	Sequential	6	8	K	84	39	143
972	Purples	9	Sequential	6	9	M	63	0	125
1099	RdPu	3	Sequential	6	1	C	253	224	221
1100	RdPu	3	Sequential	6	2	F	250	159	181
1101	RdPu	3	Sequential	6	3	I	197	27	138
1102	RdPu	4	Sequential	6	1	B	254	235	226
1103	RdPu	4	Sequential	6	2	E	251	180	185
1104	RdPu	4	Sequential	6	3	G	247	104	161
1105	RdPu	4	Sequential	6	4	J	174	1	126
1106	RdPu	5	Sequential	6	1	B	254	235	226
1107	RdPu	5	Sequential	6	2	E	251	180	185
1108	RdPu	5	Sequential	6	3	G	247	104	161
1109	RdPu	5	Sequential	6	4	I	197	27	138
1110	RdPu	5	Sequential	6	5	K	122	1	119
1111	RdPu	6	Sequential	6	1	B	254	235	226
1112	RdPu	6	Sequential	6	2	D	252	197	192
1113	RdPu	6	Sequential	6	3	F	250	159	181
1114	RdPu	6	Sequential	6	4	G	247	104	161
1115	RdPu	6	Sequential	6	5	I	197	27	138
1116	RdPu	6	Sequential	6	6	K	122	1	119
1117	RdPu	7	Sequential	6	1	B	254	235	226
1118	RdPu	7	Sequential	6	2	D	252	197	192
1119	RdPu	7	Sequential	6	3	F	250	159	181
1120	RdPu	7	Sequential	6	4	G	247	104	161
1121	RdPu	7	Sequential	6	5	H	221	52	151
1122	RdPu	7	Sequential	6	6	J	174	1	126
1123	RdPu	7	Sequential	6	7	L	122	1	119
1124	RdPu	8	Sequential	6	1	A	255	247	243
1125	RdPu	8	Sequential	6	2	C	253	224	221
1126	RdPu	8	Sequential	6	3	D	252	197	192
1127	RdPu	8	Sequential	6	4	F	250	159	181
1128	RdPu	8	Sequential	6	5	G	247	104	161
1129	RdPu	8	Sequential	6	6	H	221	52	151
1130	RdPu	8	Sequential	6	7	J	174	1	126
1131	RdPu	8	Sequential	6	8	L	122	1	119
1132	RdPu	9	Sequential	6	1	A	255	247	243
1133	RdPu	9	Sequential	6	2	C	253	224	221
1134	RdPu	9	Sequential	6	3	D	252	197	192
1135	RdPu	9	Sequential	6	4	F	250	159	181
1136	RdPu	9	Sequential	6	5	G	247	104	161
1137	RdPu	9	Sequential	6	6	H	221	52	151
1138	RdPu	9	Sequential	6	7	J	174	1	126
1139	RdPu	9	Sequential	6	8	K	122	1	119
1140	RdPu	9	Sequential	6	9	M	73	0	106
1141	Reds	3	Sequential	6	1	C	254	224	210
1142	Reds	3	Sequential	6	2	F	252	146	114
1143	Reds	3	Sequential	6	3	I	222	45	38
1144	Reds	4	Sequential	6	1	B	254	229	217
1145	Reds	4	Sequential	6	2	E	252	174	145
1146	Reds	4	Sequential	6	3	G	251	106	74
1147	Reds	4	Sequential	6	4	J	203	24	29
1148	Reds	5	Sequential	6	1	B	254	229	217
1149	Reds	5	Sequential	6	2	E	252	174	145
1150	Reds	5	Sequential	6	3	G	251	106	74
1151	Reds	5	Sequential	6	4	I	222	45	38
1152	Reds	5	Sequential	6	5	K	165	15	21
1153	Reds	6	Sequential	6	1	B	254	229	217
1154	Reds	6	Sequential	6	2	D	252	187	161
1155	Reds	6	Sequential	6	3	F	252	146	114
1156	Reds	6	Sequential	6	4	G	251	106	74
1157	Reds	6	Sequential	6	5	I	222	45	38
1158	Reds	6	Sequential	6	6	K	165	15	21
1159	Reds	7	Sequential	6	1	B	254	229	217
1160	Reds	7	Sequential	6	2	D	252	187	161
1161	Reds	7	Sequential	6	3	F	252	146	114
1162	Reds	7	Sequential	6	4	G	251	106	74
1163	Reds	7	Sequential	6	5	H	239	59	44
1164	Reds	7	Sequential	6	6	J	203	24	29
1165	Reds	7	Sequential	6	7	L	153	0	13
1166	Reds	8	Sequential	6	1	A	255	245	240
1167	Reds	8	Sequential	6	2	C	254	224	210
1168	Reds	8	Sequential	6	3	D	252	187	161
1169	Reds	8	Sequential	6	4	F	252	146	114
1170	Reds	8	Sequential	6	5	G	251	106	74
1171	Reds	8	Sequential	6	6	H	239	59	44
1172	Reds	8	Sequential	6	7	J	203	24	29
1173	Reds	8	Sequential	6	8	L	153	0	13
1174	Reds	9	Sequential	6	1	A	255	245	240
1175	Reds	9	Sequential	6	2	C	254	224	210
1176	Reds	9	Sequential	6	3	D	252	187	161
1177	Reds	9	Sequential	6	4	F	252	146	114
1178	Reds	9	Sequential	6	5	G	251	106	74
1179	Reds	9	Sequential	6	6	H	239	59	44
1180	Reds	9	Sequential	6	7	J	203	24	29
1181	Reds	9	Sequential	6	8	K	165	15	21
1182	Reds	9	Sequential	6	9	M	103	0	13
1522	YlGn	3	Sequential	6	1	C	247	252	185
1523	YlGn	3	Sequential	6	2	F	173	221	142
1524	YlGn	3	Sequential	6	3	I	49	163	84
1525	YlGn	4	Sequential	6	1	B	255	255	204
1526	YlGn	4	Sequential	6	2	E	194	230	153
1527	YlGn	4	Sequential	6	3	G	120	198	121
1528	YlGn	4	Sequential	6	4	J	35	132	67
1529	YlGn	5	Sequential	6	1	B	255	255	204
1530	YlGn	5	Sequential	6	2	E	194	230	153
1531	YlGn	5	Sequential	6	3	G	120	198	121
1532	YlGn	5	Sequential	6	4	I	49	163	84
1533	YlGn	5	Sequential	6	5	K	0	104	55
1534	YlGn	6	Sequential	6	1	B	255	255	204
1535	YlGn	6	Sequential	6	2	D	217	240	163
1536	YlGn	6	Sequential	6	3	F	173	221	142
1537	YlGn	6	Sequential	6	4	G	120	198	121
1538	YlGn	6	Sequential	6	5	I	49	163	84
1539	YlGn	6	Sequential	6	6	K	0	104	55
1540	YlGn	7	Sequential	6	1	B	255	255	204
1541	YlGn	7	Sequential	6	2	D	217	240	163
1542	YlGn	7	Sequential	6	3	F	173	221	142
1543	YlGn	7	Sequential	6	4	G	120	198	121
1544	YlGn	7	Sequential	6	5	H	65	171	93
1545	YlGn	7	Sequential	6	6	J	35	132	67
1546	YlGn	7	Sequential	6	7	L	0	90	50
1547	YlGn	8	Sequential	6	1	A	255	255	229
1548	YlGn	8	Sequential	6	2	C	247	252	185
1549	YlGn	8	Sequential	6	3	D	217	240	163
1550	YlGn	8	Sequential	6	4	F	173	221	142
1551	YlGn	8	Sequential	6	5	G	120	198	121
1552	YlGn	8	Sequential	6	6	H	65	171	93
1553	YlGn	8	Sequential	6	7	J	35	132	67
1554	YlGn	8	Sequential	6	8	L	0	90	50
